"mass","age","cores","RAM","color","power","evil"
122.81,51,20,136,"black","hydrogen",0
107.7,62,24,144,"red","propane",0
123.57,30,24,208,"blue","propane",1
107.9,53,28,152,"black","propane",0
NA,29,28,120,"black","battery",0
81.2,60,8,104,"black","battery",0
96.21,27,19,136,"black","battery",0
100.14,57,20,144,"red","battery",0
95.76,26,20,144,"red","battery",0
91.31,60,25,128,"red","battery",0
118.12,56,24,120,"black","propane",0
98.28,58,24,136,"black","propane",0
95.54,28,22,112,"red","hydrogen",0
103.22,51,20,128,"blue","battery",0
103.7,25,37,120,"red","propane",0
97.28,30,12,128,"red","battery",0
107.6,53,26,120,"black","battery",0
63.08,NA,12,88,"black","battery",0
109.24,23,28,136,"black","propane",0
91.45,56,28,80,"black","propane",0
104,32,32,112,"black","propane",0
97.23,58,18,112,"black","battery",0
NA,29,24,112,"blue","propane",0
90.29,28,14,144,"red","hydrogen",1
97.72,26,20,144,"red","battery",0
104.4,26,26,144,"blue","propane",0
89.13,28,10,96,"blue","battery",0
96.78,28,26,128,"black","propane",0
NA,27,18,144,"blue","battery",1
104,27,22,136,"blue","battery",0
88.75,57,20,136,"black","battery",0
87.01,32,22,128,"red","battery",0
91.25,63,24,112,"black","battery",0
91.63,25,30,120,"blue","propane",0
117.24,53,22,136,"black","hydrogen",0
88.08,61,18,96,"black","battery",0
106.67,29,21,160,"blue","propane",0
99.3,28,24,128,"black","battery",0
92.42,21,26,NA,"red","battery",0
111.75,28,32,112,"red","propane",0
97.85,55,16,96,"red","battery",0
100.69,26,16,120,"black","battery",0
98.76,52,22,152,"red","battery",0
93.71,64,14,136,"black","battery",0
102.95,52,28,168,"red","hydrogen",0
86.69,NA,16,96,"black","battery",0
103.85,28,22,104,"black","battery",0
87.42,31,12,136,"red","battery",0
125.75,29,27,136,"black","battery",0
82.68,25,18,144,"black","propane",0
106.11,29,20,96,"blue","battery",0
114.01,30,20,128,"black","battery",0
108.79,29,30,112,"blue","battery",0
98.81,NA,20,136,"red","battery",0
109.33,56,16,96,"black","hydrogen",0
94.77,57,16,112,"blue","battery",0
82.59,58,14,96,"red","battery",0
82.13,31,16,104,"black","battery",0
76.86,56,21,112,"black","propane",0
NA,59,16,88,"black","propane",0
94.5,27,18,128,"black","battery",0
76.84,27,19,104,"black","battery",0
109.58,53,22,144,"red","hydrogen",0
92.88,28,20,144,"black","propane",0
104.91,65,18,144,"black","battery",0
NA,30,28,152,"red","battery",0
90.32,18,30,128,"red","battery",0
85.6,28,24,128,"red","propane",0
101.07,61,26,128,"black","propane",0
115.25,26,28,168,"red","hydrogen",0
99.59,29,18,160,"red","battery",0
84.41,55,20,96,"black","propane",0
109.97,53,24,128,"black","hydrogen",0
91.44,24,18,88,"black","battery",0
NA,57,26,160,"blue","hydrogen",0
97.46,29,20,128,"blue","propane",0
NA,24,28,168,"black","hydrogen",0
102.2,58,11,136,"black","battery",0
113.09,57,14,144,"black","battery",0
104.96,57,14,136,"black","hydrogen",0
95.67,30,30,NA,"red","battery",0
105.08,28,24,136,"black","battery",0
104.23,63,22,104,"black","battery",0
113.37,58,18,144,"black","hydrogen",0
103.24,25,34,144,"red","propane",0
91.7,28,24,136,"black","propane",0
76.73,57,18,56,"blue","propane",0
111.55,62,12,136,"red","hydrogen",0
109.14,28,22,144,"black","hydrogen",0
103.87,31,24,152,"black","hydrogen",0
102.5,25,NA,144,"black","propane",0
101.82,28,21,128,"black","battery",0
103.86,24,28,104,"red","battery",0
91.69,54,NA,NA,"black","battery",0
104.63,27,22,144,"blue","propane",0
91.6,17,28,120,"blue","battery",0
106.3,55,20,96,"blue","propane",0
72.46,67,12,64,"black","propane",0
93.72,53,18,128,"red","battery",0
97.55,32,28,136,"red","propane",0
109.19,29,22,152,"red","hydrogen",0
105.56,29,30,136,"black","battery",0
113.37,31,16,136,"black","battery",0
117.06,22,26,160,"black","hydrogen",0
91.96,26,20,120,"blue","propane",0
107.96,50,22,152,"black","hydrogen",0
114.63,57,12,176,"black","hydrogen",1
101.81,53,22,112,"red","battery",0
117,28,30,136,"black","hydrogen",0
104.48,27,24,168,"red","battery",0
NA,23,20,112,"blue","battery",0
79.53,51,NA,120,"black","battery",0
NA,27,17,136,"black","battery",0
85.56,27,16,96,"blue","battery",0
94.64,65,14,112,"black","battery",0
106.78,24,16,144,"black","battery",0
89.71,28,20,144,"blue","battery",0
105.15,24,24,152,"blue","propane",0
98.63,51,20,96,"black","battery",0
97.32,59,14,128,"black","battery",0
119,57,26,160,"black","hydrogen",0
87.62,20,30,112,"blue","propane",0
99.46,29,22,88,"black","propane",0
94.74,53,14,112,"black","battery",0
109.76,51,16,136,"black","hydrogen",0
101.16,28,24,104,"blue","battery",0
95.81,25,20,144,"red","battery",0
116.45,56,10,144,"black","hydrogen",0
98.12,29,30,144,"black","battery",0
103.83,56,20,128,"black","propane",0
94.38,25,26,168,"red","battery",0
92.61,27,20,104,"black","battery",0
98.84,27,26,112,"blue","battery",0
108.65,23,28,160,"red","battery",0
100.53,31,16,104,"red","hydrogen",0
99.58,27,22,144,"blue","battery",0
119.91,60,22,160,"black","propane",0
97.64,24,27,128,"black","battery",0
76.01,24,16,96,"black","battery",0
98.34,21,28,96,"black","battery",0
105.37,28,24,NA,"red","hydrogen",0
94.98,23,24,112,"blue","propane",0
118.89,55,14,168,"red","battery",0
125.38,52,22,128,"black","battery",0
127.37,27,24,120,"black","hydrogen",0
93.49,24,18,NA,"red","battery",0
109.98,17,26,168,"blue","hydrogen",0
115.27,23,28,152,"black","battery",0
110.57,25,30,136,"black","propane",0
92.54,21,22,120,"black","battery",0
128.57,56,NA,176,"black","battery",0
100.9,34,NA,144,"black","battery",0
89.46,27,16,96,"black","propane",0
108.98,23,28,152,"blue","propane",0
120.48,26,30,144,"red","hydrogen",0
96.8,59,24,128,"black","battery",0
114.94,51,24,152,"black","hydrogen",0
NA,49,22,152,"black","hydrogen",0
113,53,31,128,"black","battery",0
96.69,18,33,184,"red","propane",0
94.62,11,32,136,"red","propane",0
94.1,21,18,120,"red","battery",0
109.83,58,30,144,"black","battery",0
107.21,20,NA,176,"red","hydrogen",0
112.43,52,26,128,"black","battery",0
102.72,16,32,152,"blue","battery",0
77.82,57,8,136,"black","battery",0
NA,22,34,176,"red","propane",0
NA,23,26,96,"blue","hydrogen",1
96.64,24,24,136,"blue","battery",0
105.54,62,24,144,"black","battery",0
93.72,56,22,136,"black","battery",0
102.05,29,28,152,"blue","propane",0
109.37,NA,27,128,"black","battery",0
NA,51,NA,112,"black","hydrogen",0
104.74,57,18,128,"black","battery",0
95.26,59,22,120,"black","propane",0
92.82,30,16,120,"blue","battery",0
111.05,57,22,136,"black","hydrogen",0
118.82,27,28,200,"black","battery",1
98.85,18,28,136,"blue","battery",0
101.89,53,14,152,"red","battery",1
97.65,51,20,112,"red","battery",0
99.26,22,28,112,"blue","propane",0
85.29,51,16,88,"black","battery",0
89.13,57,22,88,"blue","battery",0
95.65,51,NA,128,"red","propane",0
NA,28,22,144,"red","battery",0
99.32,27,20,136,NA,NA,0
108.78,25,26,152,"blue","battery",0
91.04,27,18,144,"black","battery",0
100.46,12,30,144,"red","battery",0
NA,56,24,168,"black","propane",0
127.3,27,28,200,"blue","hydrogen",1
109.56,55,16,112,"black","battery",0
98.08,24,17,128,"red","battery",0
102.49,68,14,120,"black","battery",0
91.13,33,22,128,"blue","battery",0
NA,22,26,88,"red","propane",0
122.18,23,30,168,"blue","hydrogen",0
84.36,27,20,104,"black","propane",0
86.17,30,18,136,"black","battery",0
100.98,57,14,112,"black","battery",0
117.07,53,20,144,"red","hydrogen",0
103.3,28,28,112,"blue","battery",0
98.61,52,14,128,"red","hydrogen",0
103.12,57,20,120,"black","battery",0
103.72,54,24,136,"red","propane",0
NA,59,20,104,"red","propane",0
93.96,63,10,112,"black","battery",0
108.63,48,24,104,"blue","hydrogen",0
101.03,25,18,128,"black","battery",0
105.09,22,24,176,"red","hydrogen",0
110.66,55,18,112,"black","hydrogen",0
112.73,29,28,160,"red","propane",0
103.02,52,14,120,"black","hydrogen",0
117.9,58,26,152,"blue","hydrogen",0
95.22,23,16,160,"blue","battery",0
109.95,56,20,144,"red","battery",0
102.59,29,20,128,"black","battery",0
93.68,58,16,120,"black","propane",0
100.35,52,14,160,"red","battery",0
99.26,24,34,128,"red","propane",0
102.85,24,26,144,"red","propane",0
103.68,30,28,168,"red","battery",0
80.01,54,14,120,"black","propane",0
125.85,25,26,152,"blue","battery",0
113.25,61,20,128,"black","propane",0
NA,26,18,128,"red","battery",0
95.77,33,30,144,"black","battery",0
111.69,31,18,136,"blue","hydrogen",0
103.29,56,18,104,"black","hydrogen",0
113.27,27,36,160,"red","propane",0
114.75,28,26,152,"black","propane",0
91.9,52,20,88,"blue","propane",0
111.94,57,24,144,"black","propane",0
92.47,31,16,104,"blue","battery",0
130.3,52,26,144,"black","hydrogen",0
103.09,22,14,120,"red","hydrogen",0
86.83,26,30,128,"black","propane",0
86.04,57,14,80,"black","battery",0
90.56,19,26,88,"black","battery",0
104.56,60,22,104,"black","propane",0
97.98,57,18,128,"black","battery",0
129.11,48,29,152,"black","hydrogen",0
103.14,25,20,152,"black","battery",0
103.53,20,24,152,"blue","hydrogen",0
112.74,54,20,160,"black","hydrogen",0
95.61,27,18,128,"red","battery",0
111.96,29,22,152,"black","propane",0
105.11,20,35,128,"red","propane",0
109.09,58,16,136,"red","battery",0
90.66,55,24,136,"black","battery",0
117.29,53,24,128,"black","battery",0
102.84,55,14,120,"black","battery",0
94.33,30,22,104,"blue","battery",0
107.5,55,30,136,"blue","propane",0
101,30,28,168,"red","propane",0
114.92,26,17,120,"blue","battery",0
NA,30,26,168,"black","hydrogen",0
118.39,53,32,136,"red","propane",0
NA,26,20,120,"blue","battery",0
101.08,28,17,104,"red","battery",0
96.24,51,18,128,"black","battery",0
96.7,15,24,128,"blue","hydrogen",1
102,52,22,152,"black","battery",0
111.34,56,28,152,"black","propane",0
98.11,49,16,128,"red","battery",0
87.23,50,NA,120,"red","battery",0
95.88,28,12,112,"blue","battery",0
106.41,31,NA,168,"black","propane",0
115.84,60,32,NA,"black","propane",0
102.52,30,28,144,"black","battery",0
94.5,30,20,120,"black","battery",0
108.43,26,22,144,"red","battery",0
116.43,20,36,160,"red","propane",0
86.29,23,24,96,"black","battery",0
71.18,21,12,104,"red","battery",0
96.38,52,18,168,"black","battery",1
100.22,21,29,144,"red","battery",1
86.92,NA,14,112,"red","propane",0
99.45,31,18,128,"black","propane",0
86.39,27,20,136,"blue","battery",0
NA,65,16,136,"black","battery",0
99.36,50,30,144,"black","battery",0
96.05,55,22,144,"black","propane",0
91.92,30,20,NA,"blue","battery",0
106.32,21,NA,136,"red","battery",0
119.18,55,24,144,"blue","hydrogen",0
93.43,56,14,136,"black","battery",0
100.32,25,28,104,"black","propane",0
103.9,57,22,112,"red","battery",0
88.59,54,18,128,"black","battery",0
114.51,19,32,152,"red","propane",0
81.68,50,10,128,"black","battery",0
95.27,56,18,112,"black","propane",0
97.41,22,28,128,"red","battery",0
NA,50,20,152,"red","battery",0
96.86,59,14,128,"black","battery",0
110.02,29,28,120,"black","hydrogen",0
109.13,24,26,152,"black","battery",0
85.45,31,20,104,"black","propane",0
89.15,29,20,120,"black","hydrogen",0
108.84,27,30,144,"blue","battery",0
109.57,67,16,128,"black","propane",0
128.81,21,29,152,"blue","hydrogen",0
98.92,26,24,152,"blue","propane",0
77.46,24,16,104,"black","propane",0
120.4,58,28,160,"black","battery",0
129.45,24,24,144,"blue","battery",0
107.31,19,36,168,"red","propane",0
92.1,22,12,120,"blue","battery",0
115.61,22,34,136,"red","propane",0
100.18,52,NA,152,"red","battery",0
128.51,31,24,136,"black","battery",0
98.27,52,24,168,"red","propane",0
92.62,27,29,112,"black","propane",0
109.42,55,24,136,"black","propane",0
92.49,16,22,128,"blue","battery",0
109.68,31,26,112,"blue","propane",0
115.76,27,18,136,"blue","hydrogen",0
112.97,60,NA,160,"black","hydrogen",0
100.55,19,16,136,"blue","battery",0
100.18,55,16,128,"black","propane",0
84.4,29,16,96,"red","battery",0
118.35,55,24,152,"red","hydrogen",0
88.58,53,18,128,"red","battery",0
85.79,29,18,120,"red","battery",0
97.92,62,16,136,"black","battery",0
105.32,54,16,96,"black","hydrogen",0
88.56,26,26,144,"blue","battery",0
112.89,56,14,144,"black","hydrogen",0
NA,55,16,120,"black","battery",0
103.28,30,18,168,"black","battery",0
98.89,53,18,120,"black","battery",0
93.15,27,14,136,"black","hydrogen",0
98.91,29,20,152,"black","battery",0
110.83,28,26,112,"black","propane",0
96.77,26,20,160,"blue","battery",0
80.21,55,2,120,"red","battery",1
112.17,31,24,136,"blue","hydrogen",0
114.85,24,22,168,"black","propane",0
89.26,52,16,96,"blue","battery",0
103.36,62,24,136,"red","propane",0
93.48,23,19,120,"red","battery",0
103.01,23,20,136,"black","battery",0
104.67,33,26,120,"blue","propane",0
112.14,20,33,136,"red","battery",0
102.81,21,24,136,"black","battery",0
84.87,24,20,160,"black","propane",0
104.54,56,24,128,"black","propane",0
102.07,21,26,144,"blue","propane",0
NA,18,24,88,"blue","battery",0
93.69,53,18,104,"black","propane",0
90.82,52,16,136,"black","battery",0
88.78,55,26,120,"black","propane",0
107.83,NA,22,160,"black","battery",0
95.85,25,22,152,NA,NA,0
106.94,20,32,152,"blue","propane",0
72.86,24,20,104,NA,NA,0
92.23,57,24,112,"black","battery",0
92.94,NA,16,136,"blue","hydrogen",1
NA,59,16,120,"black","battery",0
114.88,54,20,160,"red","hydrogen",0
106.51,18,34,144,"red","propane",0
109.24,28,30,152,"black","propane",0
112.13,28,24,120,"red","hydrogen",0
94.86,57,20,144,"red","hydrogen",0
84.44,55,22,144,"black","battery",0
105.28,61,14,144,"black","battery",0
104.86,51,26,152,"red","battery",1
108.26,29,22,136,"blue","battery",0
111.13,28,30,144,"blue","battery",0
99.82,52,18,144,"red","battery",0
85.61,24,24,112,"blue","battery",0
114.66,53,23,136,"blue","hydrogen",0
NA,67,22,152,"black","propane",0
99.14,58,16,144,"red","battery",0
82.34,62,8,152,"red","propane",0
NA,51,16,120,"blue","hydrogen",0
100.27,27,20,120,"blue","battery",0
99.28,27,28,112,"blue","battery",0
102.83,31,22,NA,"black","battery",0
86.66,61,16,112,"black","propane",0
106.64,32,22,96,"black","propane",0
99.6,17,28,152,"red","battery",0
NA,56,20,128,"black","propane",0
85.82,28,22,112,"black","battery",0
103.54,50,22,128,"black","battery",0
110.27,55,22,160,"black","battery",0
104.27,58,22,128,"blue","propane",0
102.1,64,17,128,"black","battery",0
NA,73,12,136,"red","hydrogen",0
110.68,27,30,112,"blue","battery",0
89.2,26,18,112,"blue","battery",0
108.76,17,30,120,"black","battery",0
NA,28,24,136,"black","propane",0
132.36,51,32,160,"black","hydrogen",0
99.05,24,28,120,"blue","propane",0
108.66,51,20,96,"black","hydrogen",0
110.27,29,28,160,"blue","hydrogen",0
124.23,26,24,160,"red","battery",0
108.74,32,16,152,"black","hydrogen",0
107.2,26,32,144,"black","propane",0
115.66,31,NA,136,"black","battery",0
97.74,29,24,128,"red","propane",0
103.9,52,26,NA,"red","propane",0
106.88,25,32,160,"black","propane",0
93.35,29,22,120,"red","battery",0
98.29,61,16,120,"black","hydrogen",0
96.43,52,20,112,"blue","propane",0
111.69,54,18,160,"black","hydrogen",0
95.55,21,32,144,"black","battery",0
97.89,30,24,120,"black","battery",0
NA,NA,26,152,"black","hydrogen",0
93.09,30,27,136,"black","hydrogen",0
124.54,55,18,128,"black","hydrogen",0
100.7,24,24,160,"red","hydrogen",0
97.88,32,21,96,"blue","battery",0
116.01,26,26,136,"black","propane",0
97.17,21,18,168,"red","battery",0
84.16,29,17,104,"black","battery",0
87.23,58,16,112,"black","battery",0
NA,69,12,128,"black","battery",0
113.31,53,23,136,"red","battery",0
77.46,27,20,96,"blue","battery",0
106.22,25,16,136,"blue","battery",0
85.56,53,20,104,"red","propane",0
106.2,57,16,128,"black","battery",0
91.33,53,18,96,"black","battery",0
101.03,55,20,152,"red","battery",0
96.57,24,28,128,"red","propane",0
90.55,27,18,136,"black","battery",0
108.11,57,20,144,"black","battery",0
125.4,56,22,104,"blue","battery",0
102.01,25,28,120,"black","battery",0
111.13,22,30,120,"blue","propane",0
86.7,28,20,144,"black","battery",0
104.69,NA,24,168,"red","hydrogen",0
108.16,27,18,104,"blue","battery",0
132.16,25,26,152,"red","hydrogen",0
101.48,51,22,112,"black","propane",0
101.35,34,22,104,"black","hydrogen",0
108.21,56,14,104,"red","hydrogen",0
95.92,55,12,120,"black","hydrogen",0
99.89,31,29,160,"blue","propane",0
96.16,28,26,128,"black","hydrogen",0
107.86,27,32,168,"red","propane",0
100.82,29,26,144,"blue","battery",0
97.69,25,28,112,"black","battery",0
106.33,54,16,144,"black","hydrogen",0
96.52,30,32,160,"black","propane",0
105.43,29,26,168,"blue","hydrogen",1
84.68,18,22,120,"black","propane",0
129.49,27,28,160,"black","hydrogen",0
99.84,53,14,152,"black","battery",0
NA,20,28,136,"black","propane",0
84.22,52,18,96,"black","battery",0
97.86,32,20,128,"black","propane",0
80.22,24,20,104,"black","propane",0
101.42,25,16,176,"red","hydrogen",0
96.54,23,22,112,NA,NA,0
113.02,29,NA,136,"blue","propane",0
96.79,54,27,112,"black","propane",0
100.78,28,12,136,"blue","hydrogen",0
90.21,25,32,128,"blue","propane",0
91.46,59,18,120,"black","battery",0
99.9,53,16,120,"blue","hydrogen",0
108.94,16,20,160,"red","battery",0
80.22,57,20,120,NA,NA,0
90.73,54,14,120,"black","battery",0
NA,29,26,128,"black","hydrogen",0
103.49,24,26,128,"blue","hydrogen",0
96.93,56,16,128,"black","battery",0
89.55,16,32,144,"red","propane",0
99.32,54,18,144,"black","propane",0
99.03,56,18,136,"black","battery",0
110.68,57,22,136,"black","hydrogen",0
101.8,23,24,136,"black","battery",0
79.18,30,14,120,"black","propane",0
108.99,52,26,136,"blue","hydrogen",0
91.6,27,18,144,"red","battery",0
107.89,28,18,160,"black","battery",1
107.74,23,22,152,"blue","battery",0
106.99,18,36,152,"red","propane",0
104.94,23,26,144,"black","battery",0
86.07,27,22,136,"black","battery",0
114.7,54,22,144,"red","battery",0
87.86,28,26,128,"red","propane",0
86.41,29,20,120,"black","battery",0
92.66,29,17,112,"red","battery",0
96.98,57,24,104,"black","propane",0
100.62,52,12,80,"red","hydrogen",0
110.03,29,24,112,"black","battery",0
108.75,30,22,128,"black","battery",0
NA,56,24,152,"black","hydrogen",0
103.37,53,24,120,"black","propane",0
